Campo_ID,Provincia,Cultivo,Superficie_Cultivada_ha,Rendimiento_ton_ha,Fecha_Siembra,Fecha_Cosecha,Uso_Fertilizantes,Tipo_Suelo,Nivel_Humedad,Precipitaciones_mm,Temperatura_Media,Plagas_Detectadas,Costo_Producción,Ganancia_Estimada,Exportación
180,Santa Fe,Cebada,435,8.29,2023-01-08 11:00:00,2023-06-08 11:00:00,No,Franco,32.8,75,30.3,Sí,92499,81093,No
181,Buenos Aires,Girasol,150,6.65,2023-01-08 12:00:00,2023-06-08 12:00:00,Sí,Arcilloso,14.9,294,18.2,No,87184,480416,No
182,Entre Ríos,Soja,34,9.63,2023-01-08 13:00:00,2023-06-08 13:00:00,Sí,Franco,27.6,160,29.1,No,160916,227995,No
183,Córdoba,Algodón,395,3.14,2023-01-08 14:00:00,2023-06-08 14:00:00,Sí,Arcilloso,8.6,287,28.6,No,177972,271756,No
184,Entre Ríos,Soja,279,5.9,2023-01-08 15:00:00,2023-06-08 15:00:00,Sí,Arcilloso,35.1,148,11.0,Sí,54415,291177,Sí
185,Buenos Aires,Soja,410,4.68,2023-01-08 16:00:00,2023-06-08 16:00:00,No,Franco,30.9,191,18.6,No,123385,74755,No
186,La Pampa,Cebada,370,5.88,2023-01-08 17:00:00,2023-06-08 17:00:00,No,Arenoso,18.6,65,30.0,Sí,61119,47481,Sí
187,Mendoza,Soja,113,3.42,2023-01-08 18:00:00,2023-06-08 18:00:00,Sí,Franco,27.0,176,29.9,Sí,81791,277722,No
188,Mendoza,Algodón,433,5.48,2023-01-08 19:00:00,2023-06-08 19:00:00,No,Arenoso,11.6,30,5.7,No,184665,205789,No
189,Mendoza,Soja,304,6.62,2023-01-08 20:00:00,2023-06-08 20:00:00,No,Arcilloso,39.5,198,11.7,No,123490,214870,No
190,Entre Ríos,Soja,162,1.73,2023-01-08 21:00:00,2023-06-08 21:00:00,Sí,Arcilloso,32.9,73,17.7,No,131696,262825,No
191,Córdoba,Soja,484,7.69,2023-01-08 22:00:00,2023-06-08 22:00:00,Sí,Arcilloso,32.6,110,6.4,Sí,145896,168564,Sí
192,Córdoba,Algodón,313,7.36,2023-01-08 23:00:00,2023-06-08 23:00:00,Sí,Arenoso,10.4,93,12.8,Sí,172942,201904,Sí
193,Córdoba,Algodón,380,8.92,2023-01-09 00:00:00,2023-06-09 00:00:00,No,Arcilloso,5.6,168,12.7,No,147924,367803,Sí
194,Mendoza,Girasol,481,4.83,2023-01-09 01:00:00,2023-06-09 01:00:00,No,Franco,25.5,296,11.4,No,54550,244991,Sí
195,Mendoza,Cebada,314,1.56,2023-01-09 02:00:00,2023-06-09 02:00:00,No,Arcilloso,10.0,260,16.9,No,163311,425775,No
196,Entre Ríos,Trigo,170,5.15,2023-01-09 03:00:00,2023-06-09 03:00:00,No,Arenoso,32.3,212,29.4,Sí,77119,378293,Sí
197,Entre Ríos,Girasol,292,2.24,2023-01-09 04:00:00,2023-06-09 04:00:00,No,Arenoso,19.6,261,12.3,No,40620,60387,No
198,Mendoza,Algodón,54,6.83,2023-01-09 05:00:00,2023-06-09 05:00:00,No,Franco,16.9,271,22.5,No,57799,107801,Sí
199,La Pampa,Soja,296,1.42,2023-01-09 06:00:00,2023-06-09 06:00:00,Sí,Franco,7.6,207,21.7,Sí,199064,490078,Sí
200,La Pampa,Trigo,328,4.37,2023-01-09 07:00:00,2023-06-09 07:00:00,Sí,Arenoso,39.9,82,29.5,No,33764,186837,Sí
201,Entre Ríos,Maíz,377,1.75,2023-01-09 08:00:00,2023-06-09 08:00:00,Sí,Arenoso,38.5,239,16.8,Sí,69276,278534,Sí
202,Mendoza,Trigo,175,1.03,2023-01-09 09:00:00,2023-06-09 09:00:00,Sí,Franco,9.6,122,11.7,No,125397,259560,Sí
203,Córdoba,Girasol,216,9.65,2023-01-09 10:00:00,2023-06-09 10:00:00,No,Franco,16.6,164,31.7,Sí,154864,153488,Sí
204,Córdoba,Cebada,117,9.97,2023-01-09 11:00:00,2023-06-09 11:00:00,Sí,Franco,18.7,63,30.0,Sí,59613,343509,No
205,La Pampa,Girasol,433,6.0,2023-01-09 12:00:00,2023-06-09 12:00:00,Sí,Franco,15.4,96,23.6,Sí,173243,360540,Sí
206,La Pampa,Cebada,451,3.15,2023-01-09 13:00:00,2023-06-09 13:00:00,Sí,Arenoso,37.7,68,7.8,No,34088,408410,No
207,Mendoza,Cebada,74,9.2,2023-01-09 14:00:00,2023-06-09 14:00:00,Sí,Arcilloso,30.2,200,5.5,No,44657,56039,Sí
208,Mendoza,Algodón,276,9.31,2023-01-09 15:00:00,2023-06-09 15:00:00,No,Arenoso,38.5,134,10.5,No,136678,222947,No
209,Córdoba,Cebada,408,8.69,2023-01-09 16:00:00,2023-06-09 16:00:00,Sí,Franco,35.6,297,10.9,Sí,112565,340520,No
210,Entre Ríos,Maíz,362,5.9,2023-01-09 17:00:00,2023-06-09 17:00:00,No,Arenoso,31.4,90,9.1,Sí,153805,108355,Sí
211,Santa Fe,Trigo,194,1.67,2023-01-09 18:00:00,2023-06-09 18:00:00,Sí,Franco,29.4,288,12.9,No,45394,55875,No
212,Entre Ríos,Girasol,377,1.8,2023-01-09 19:00:00,2023-06-09 19:00:00,No,Arenoso,35.3,281,15.1,Sí,65797,213787,Sí
213,Córdoba,Girasol,233,9.07,2023-01-09 20:00:00,2023-06-09 20:00:00,Sí,Franco,28.9,272,27.6,No,11358,433981,Sí
214,Entre Ríos,Cebada,162,8.88,2023-01-09 21:00:00,2023-06-09 21:00:00,No,Franco,11.6,20,26.3,Sí,48846,327064,No
215,Córdoba,Algodón,432,4.91,2023-01-09 22:00:00,2023-06-09 22:00:00,No,Arenoso,27.7,1,8.1,Sí,79168,304700,No
216,Mendoza,Maíz,298,3.95,2023-01-09 23:00:00,2023-06-09 23:00:00,No,Franco,23.0,78,34.3,No,91803,52275,Sí
217,Santa Fe,Maíz,294,6.8,2023-01-10 00:00:00,2023-06-10 00:00:00,Sí,Arcilloso,39.4,43,27.6,Sí,79307,298904,No
218,Santa Fe,Soja,195,8.26,2023-01-10 01:00:00,2023-06-10 01:00:00,Sí,Franco,22.8,193,9.9,Sí,168156,455536,Sí
219,Mendoza,Maíz,235,7.59,2023-01-10 02:00:00,2023-06-10 02:00:00,Sí,Franco,6.3,70,8.7,Sí,104627,49847,No
220,Buenos Aires,Cebada,209,6.54,2023-01-10 03:00:00,2023-06-10 03:00:00,No,Franco,14.2,35,7.6,No,22693,446385,No
221,Mendoza,Cebada,20,3.08,2023-01-10 04:00:00,2023-06-10 04:00:00,No,Arcilloso,37.1,45,27.0,Sí,127264,195431,Sí
222,La Pampa,Trigo,406,3.36,2023-01-10 05:00:00,2023-06-10 05:00:00,No,Arenoso,38.7,234,12.1,No,195238,244548,No
223,Entre Ríos,Cebada,334,7.52,2023-01-10 06:00:00,2023-06-10 06:00:00,Sí,Arcilloso,30.5,223,7.2,No,17926,233340,Sí
224,Santa Fe,Trigo,476,8.22,2023-01-10 07:00:00,2023-06-10 07:00:00,Sí,Arcilloso,7.0,66,17.7,Sí,119049,57148,Sí
225,Mendoza,Maíz,286,2.05,2023-01-10 08:00:00,2023-06-10 08:00:00,No,Arcilloso,5.8,258,26.3,No,82267,267917,Sí
226,Córdoba,Soja,12,2.69,2023-01-10 09:00:00,2023-06-10 09:00:00,Sí,Arenoso,21.8,118,14.1,No,56693,424560,Sí
227,Córdoba,Algodón,419,7.12,2023-01-10 10:00:00,2023-06-10 10:00:00,No,Franco,40.0,44,19.5,No,112021,390064,Sí
228,Entre Ríos,Girasol,426,4.5,2023-01-10 11:00:00,2023-06-10 11:00:00,Sí,Arcilloso,35.4,24,10.8,Sí,80365,177196,No
229,Córdoba,Cebada,359,6.07,2023-01-10 12:00:00,2023-06-10 12:00:00,No,Franco,37.7,164,17.9,No,89118,489141,Sí
230,Mendoza,Maíz,287,6.53,2023-01-10 13:00:00,2023-06-10 13:00:00,No,Arcilloso,26.8,163,15.8,Sí,31436,132671,Sí
231,Buenos Aires,Cebada,71,7.99,2023-01-10 14:00:00,2023-06-10 14:00:00,No,Arcilloso,35.1,290,18.0,No,94042,321280,No
232,La Pampa,Trigo,14,8.25,2023-01-10 15:00:00,2023-06-10 15:00:00,Sí,Arcilloso,16.2,274,19.0,Sí,84814,92892,No
233,Córdoba,Maíz,412,3.52,2023-01-10 16:00:00,2023-06-10 16:00:00,Sí,Arcilloso,6.0,44,7.8,Sí,196188,51786,No
234,Mendoza,Girasol,18,5.87,2023-01-10 17:00:00,2023-06-10 17:00:00,No,Arcilloso,37.1,210,7.8,No,186792,321613,Sí
235,Buenos Aires,Trigo,67,2.11,2023-01-10 18:00:00,2023-06-10 18:00:00,Sí,Arcilloso,12.6,224,12.8,No,188251,403982,No
236,Santa Fe,Maíz,289,8.58,2023-01-10 19:00:00,2023-06-10 19:00:00,Sí,Arenoso,30.5,145,8.5,No,21392,255026,No
237,Santa Fe,Algodón,432,8.61,2023-01-10 20:00:00,2023-06-10 20:00:00,No,Franco,28.1,286,12.6,No,108774,12478,Sí
238,Entre Ríos,Algodón,469,3.7,2023-01-10 21:00:00,2023-06-10 21:00:00,Sí,Franco,10.5,9,5.7,No,77455,292426,Sí
239,La Pampa,Girasol,247,2.45,2023-01-10 22:00:00,2023-06-10 22:00:00,Sí,Arenoso,11.9,7,15.5,Sí,21586,72138,No
240,Mendoza,Algodón,326,1.63,2023-01-10 23:00:00,2023-06-10 23:00:00,Sí,Arcilloso,16.5,33,11.4,No,67612,471185,No
241,Mendoza,Trigo,136,6.17,2023-01-11 00:00:00,2023-06-11 00:00:00,Sí,Arenoso,31.5,233,31.8,Sí,198627,425320,No
242,Córdoba,Girasol,313,1.82,2023-01-11 01:00:00,2023-06-11 01:00:00,No,Arenoso,6.4,180,30.7,No,17852,437001,No
243,Buenos Aires,Maíz,246,7.13,2023-01-11 02:00:00,2023-06-11 02:00:00,Sí,Arenoso,19.2,11,14.0,No,83350,465611,Sí
244,La Pampa,Trigo,228,7.1,2023-01-11 03:00:00,2023-06-11 03:00:00,Sí,Franco,28.3,237,19.3,Sí,92495,189077,No
245,Buenos Aires,Algodón,187,6.53,2023-01-11 04:00:00,2023-06-11 04:00:00,Sí,Arenoso,11.0,191,33.7,Sí,74067,98600,No
246,La Pampa,Soja,327,8.89,2023-01-11 05:00:00,2023-06-11 05:00:00,No,Arcilloso,9.2,272,20.7,Sí,164172,251716,Sí
247,Mendoza,Cebada,499,4.4,2023-01-11 06:00:00,2023-06-11 06:00:00,No,Arenoso,18.7,1,30.5,Sí,45909,495755,Sí
248,Mendoza,Algodón,446,9.12,2023-01-11 07:00:00,2023-06-11 07:00:00,No,Franco,15.0,26,29.8,No,192779,417117,No
249,La Pampa,Soja,158,1.33,2023-01-11 08:00:00,2023-06-11 08:00:00,Sí,Franco,27.7,152,33.2,No,119522,274305,No
250,Buenos Aires,Girasol,47,2.01,2023-01-11 09:00:00,2023-06-11 09:00:00,No,Arcilloso,38.9,139,14.2,Sí,88534,474771,No
251,Entre Ríos,Maíz,127,4.71,2023-01-11 10:00:00,2023-06-11 10:00:00,Sí,Arenoso,5.2,192,6.3,Sí,51035,17111,Sí
252,Santa Fe,Cebada,492,6.35,2023-01-11 11:00:00,2023-06-11 11:00:00,No,Arcilloso,36.6,94,8.1,Sí,135876,488177,Sí
253,Santa Fe,Maíz,489,1.29,2023-01-11 12:00:00,2023-06-11 12:00:00,No,Arenoso,20.2,167,22.1,Sí,136733,252523,No
254,Córdoba,Girasol,324,6.11,2023-01-11 13:00:00,2023-06-11 13:00:00,Sí,Arcilloso,28.2,4,20.9,Sí,15217,465991,Sí
255,Córdoba,Maíz,493,3.77,2023-01-11 14:00:00,2023-06-11 14:00:00,No,Arcilloso,34.8,219,14.0,No,87013,440337,No
256,Entre Ríos,Trigo,106,8.98,2023-01-11 15:00:00,2023-06-11 15:00:00,No,Arcilloso,25.1,27,12.5,Sí,161512,401312,No
257,Buenos Aires,Trigo,436,5.8,2023-01-11 16:00:00,2023-06-11 16:00:00,No,Franco,8.4,248,26.3,Sí,159814,386515,No
258,Entre Ríos,Algodón,26,6.29,2023-01-11 17:00:00,2023-06-11 17:00:00,No,Franco,9.9,71,15.2,Sí,11619,266502,Sí
259,Mendoza,Algodón,334,9.51,2023-01-11 18:00:00,2023-06-11 18:00:00,No,Arenoso,32.6,133,23.1,No,115757,87615,No
260,Buenos Aires,Algodón,437,7.88,2023-01-11 19:00:00,2023-06-11 19:00:00,Sí,Franco,13.0,273,26.4,Sí,120751,369393,Sí
261,La Pampa,Algodón,477,4.94,2023-01-11 20:00:00,2023-06-11 20:00:00,Sí,Arcilloso,24.9,292,17.9,No,79815,376546,Sí
262,Santa Fe,Girasol,456,5.29,2023-01-11 21:00:00,2023-06-11 21:00:00,No,Franco,20.0,191,10.8,Sí,141643,293483,Sí
263,Córdoba,Maíz,288,6.83,2023-01-11 22:00:00,2023-06-11 22:00:00,Sí,Franco,15.6,34,30.8,Sí,66111,319861,No
264,Buenos Aires,Algodón,368,2.8,2023-01-11 23:00:00,2023-06-11 23:00:00,Sí,Arenoso,32.5,125,7.8,Sí,84629,183345,Sí
265,Buenos Aires,Girasol,461,1.8,2023-01-12 00:00:00,2023-06-12 00:00:00,No,Arcilloso,30.6,16,29.9,Sí,190985,468079,No
266,La Pampa,Cebada,163,3.8,2023-01-12 01:00:00,2023-06-12 01:00:00,No,Franco,27.6,109,30.1,No,40812,110008,Sí
267,Mendoza,Algodón,103,8.01,2023-01-12 02:00:00,2023-06-12 02:00:00,Sí,Franco,18.0,87,22.1,Sí,27254,25966,No
268,Mendoza,Maíz,441,3.32,2023-01-12 03:00:00,2023-06-12 03:00:00,No,Arenoso,12.9,9,23.9,No,19717,352789,Sí
269,Santa Fe,Trigo,184,2.18,2023-01-12 04:00:00,2023-06-12 04:00:00,Sí,Arenoso,23.1,50,15.7,No,64838,387093,Sí
270,Entre Ríos,Soja,311,2.97,2023-01-12 05:00:00,2023-06-12 05:00:00,Sí,Arcilloso,33.6,111,30.2,Sí,9370,246059,Sí
271,Entre Ríos,Trigo,38,7.11,2023-01-12 06:00:00,2023-06-12 06:00:00,No,Arenoso,25.1,51,12.9,Sí,30096,43927,Sí
272,Córdoba,Maíz,43,6.53,2023-01-12 07:00:00,2023-06-12 07:00:00,No,Arcilloso,39.0,236,21.8,No,157864,60816,No
273,Mendoza,Maíz,19,7.19,2023-01-12 08:00:00,2023-06-12 08:00:00,Sí,Arcilloso,5.5,288,5.1,Sí,59398,379999,Sí
274,Mendoza,Maíz,285,3.9,2023-01-12 09:00:00,2023-06-12 09:00:00,Sí,Franco,39.9,96,33.2,Sí,184827,55545,No
275,Mendoza,Maíz,481,9.11,2023-01-12 10:00:00,2023-06-12 10:00:00,No,Franco,29.2,272,33.4,No,55281,93922,Sí
276,Entre Ríos,Algodón,299,5.07,2023-01-12 11:00:00,2023-06-12 11:00:00,No,Franco,34.1,176,26.3,Sí,184690,33825,No
277,Buenos Aires,Cebada,110,5.62,2023-01-12 12:00:00,2023-06-12 12:00:00,No,Franco,16.7,229,17.7,No,122460,339949,No
278,Mendoza,Soja,150,9.54,2023-01-12 13:00:00,2023-06-12 13:00:00,No,Franco,22.8,126,10.4,No,139720,15455,Sí
279,Entre Ríos,Algodón,96,9.81,2023-01-12 14:00:00,2023-06-12 14:00:00,No,Arcilloso,32.9,262,19.8,Sí,32220,234224,Sí
280,La Pampa,Trigo,403,6.95,2023-01-12 15:00:00,2023-06-12 15:00:00,No,Franco,31.6,265,28.7,No,43968,383882,Sí
281,Entre Ríos,Cebada,479,9.5,2023-01-12 16:00:00,2023-06-12 16:00:00,Sí,Franco,16.7,286,23.2,Sí,61039,173419,No
282,Santa Fe,Girasol,310,5.87,2023-01-12 17:00:00,2023-06-12 17:00:00,Sí,Franco,16.4,24,20.8,No,73887,90814,No
283,Mendoza,Maíz,137,3.77,2023-01-12 18:00:00,2023-06-12 18:00:00,No,Arcilloso,28.2,184,30.5,No,136685,330463,Sí
284,Córdoba,Trigo,215,3.84,2023-01-12 19:00:00,2023-06-12 19:00:00,Sí,Arenoso,37.7,64,14.4,Sí,77808,36122,Sí
285,Buenos Aires,Girasol,98,6.03,2023-01-12 20:00:00,2023-06-12 20:00:00,Sí,Arenoso,20.4,130,30.8,Sí,52043,402709,No
286,La Pampa,Soja,91,6.45,2023-01-12 21:00:00,2023-06-12 21:00:00,Sí,Franco,17.4,234,18.2,No,45965,396957,No
287,Entre Ríos,Trigo,221,4.96,2023-01-12 22:00:00,2023-06-12 22:00:00,Sí,Arenoso,36.3,112,5.1,No,189258,157311,Sí
288,Santa Fe,Cebada,128,8.95,2023-01-12 23:00:00,2023-06-12 23:00:00,Sí,Arcilloso,28.9,59,27.0,Sí,37628,388595,Sí
289,Buenos Aires,Algodón,357,4.84,2023-01-13 00:00:00,2023-06-13 00:00:00,Sí,Franco,18.6,13,31.3,No,30114,251173,Sí
290,La Pampa,Girasol,145,3.46,2023-01-13 01:00:00,2023-06-13 01:00:00,Sí,Arcilloso,7.0,86,19.5,No,160153,468727,No
291,Buenos Aires,Trigo,270,1.07,2023-01-13 02:00:00,2023-06-13 02:00:00,Sí,Arcilloso,30.3,13,18.6,Sí,180733,102374,No
292,Santa Fe,Algodón,478,9.74,2023-01-13 03:00:00,2023-06-13 03:00:00,No,Franco,17.4,172,29.2,Sí,23903,354478,No
293,Santa Fe,Algodón,285,8.42,2023-01-13 04:00:00,2023-06-13 04:00:00,No,Arcilloso,7.5,1,31.5,No,16988,42539,Sí
294,Mendoza,Algodón,386,6.54,2023-01-13 05:00:00,2023-06-13 05:00:00,No,Franco,26.4,243,34.2,Sí,96390,345250,No
295,Córdoba,Cebada,437,8.47,2023-01-13 06:00:00,2023-06-13 06:00:00,No,Arcilloso,16.3,159,15.4,No,169395,346498,Sí
296,Mendoza,Maíz,217,8.29,2023-01-13 07:00:00,2023-06-13 07:00:00,Sí,Arenoso,16.8,263,22.8,No,81641,156133,Sí
297,Entre Ríos,Trigo,323,9.39,2023-01-13 08:00:00,2023-06-13 08:00:00,No,Arenoso,21.8,291,29.7,No,9342,376976,Sí
298,Buenos Aires,Algodón,413,4.47,2023-01-13 09:00:00,2023-06-13 09:00:00,No,Arenoso,30.1,217,21.0,Sí,13508,276178,Sí
299,Mendoza,Maíz,252,5.99,2023-01-13 10:00:00,2023-06-13 10:00:00,Sí,Arcilloso,14.7,270,18.9,Sí,112249,16087,No
300,Santa Fe,Algodón,482,1.89,2023-01-13 11:00:00,2023-06-13 11:00:00,No,Franco,7.8,33,22.2,Sí,90637,108956,No
301,Santa Fe,Girasol,464,9.69,2023-01-13 12:00:00,2023-06-13 12:00:00,No,Arenoso,19.9,148,15.7,No,81874,252354,Sí
302,Santa Fe,Girasol,354,9.87,2023-01-13 13:00:00,2023-06-13 13:00:00,Sí,Franco,6.9,8,10.8,No,187511,157968,No
303,Mendoza,Girasol,109,8.1,2023-01-13 14:00:00,2023-06-13 14:00:00,No,Arenoso,29.4,39,7.0,No,123919,431404,No
304,Entre Ríos,Maíz,124,5.09,2023-01-13 15:00:00,2023-06-13 15:00:00,No,Arenoso,38.6,253,23.3,Sí,128338,143516,Sí
305,Entre Ríos,Maíz,339,5.47,2023-01-13 16:00:00,2023-06-13 16:00:00,Sí,Arcilloso,28.1,25,16.4,No,59867,281145,No
306,La Pampa,Algodón,433,4.92,2023-01-13 17:00:00,2023-06-13 17:00:00,Sí,Arenoso,14.6,24,31.5,No,114435,368684,No
307,Mendoza,Cebada,25,3.64,2023-01-13 18:00:00,2023-06-13 18:00:00,No,Franco,11.4,198,11.7,No,189053,62061,No
308,Mendoza,Trigo,13,5.75,2023-01-13 19:00:00,2023-06-13 19:00:00,No,Franco,13.1,90,14.3,No,167546,350367,Sí
309,Mendoza,Cebada,275,1.48,2023-01-13 20:00:00,2023-06-13 20:00:00,No,Arenoso,12.8,44,34.1,No,122672,431691,Sí
310,Mendoza,Maíz,444,9.93,2023-01-13 21:00:00,2023-06-13 21:00:00,Sí,Franco,16.0,224,21.7,No,45395,271224,No
311,Santa Fe,Trigo,57,4.82,2023-01-13 22:00:00,2023-06-13 22:00:00,No,Franco,8.4,276,15.4,Sí,67575,397745,Sí
312,Córdoba,Girasol,232,9.35,2023-01-13 23:00:00,2023-06-13 23:00:00,No,Franco,36.4,88,30.8,Sí,140236,297222,No
313,Mendoza,Cebada,213,7.52,2023-01-14 00:00:00,2023-06-14 00:00:00,No,Franco,36.0,295,27.3,Sí,36713,362295,Sí
314,Mendoza,Cebada,29,3.61,2023-01-14 01:00:00,2023-06-14 01:00:00,No,Franco,26.5,174,22.2,No,137457,119506,No
315,Córdoba,Cebada,297,3.0,2023-01-14 02:00:00,2023-06-14 02:00:00,Sí,Arenoso,7.2,60,31.7,Sí,47977,219244,Sí
316,Mendoza,Maíz,203,9.96,2023-01-14 03:00:00,2023-06-14 03:00:00,Sí,Franco,33.1,269,7.8,No,197797,141293,No
317,Córdoba,Trigo,325,7.95,2023-01-14 04:00:00,2023-06-14 04:00:00,No,Franco,7.2,199,16.8,No,190786,82630,Sí
318,Santa Fe,Girasol,20,3.25,2023-01-14 05:00:00,2023-06-14 05:00:00,No,Arenoso,8.7,75,29.3,Sí,27678,232649,Sí
319,La Pampa,Maíz,29,1.61,2023-01-14 06:00:00,2023-06-14 06:00:00,Sí,Arcilloso,16.4,174,16.6,No,26987,87363,Sí
320,Mendoza,Girasol,288,7.27,2023-01-14 07:00:00,2023-06-14 07:00:00,Sí,Franco,20.1,273,32.8,No,66880,333647,No
321,La Pampa,Soja,392,3.73,2023-01-14 08:00:00,2023-06-14 08:00:00,Sí,Arcilloso,17.4,22,9.6,No,165664,345841,No
322,Mendoza,Soja,342,2.99,2023-01-14 09:00:00,2023-06-14 09:00:00,Sí,Arcilloso,10.8,25,15.1,Sí,18487,125715,Sí
323,Buenos Aires,Girasol,44,7.61,2023-01-14 10:00:00,2023-06-14 10:00:00,No,Arenoso,8.9,229,17.8,No,104881,179903,No
324,Entre Ríos,Soja,410,7.11,2023-01-14 11:00:00,2023-06-14 11:00:00,Sí,Arcilloso,35.1,193,25.6,No,69540,279166,No
325,Buenos Aires,Trigo,275,5.33,2023-01-14 12:00:00,2023-06-14 12:00:00,Sí,Arcilloso,17.7,129,10.9,Sí,142812,244479,Sí
326,Santa Fe,Trigo,241,9.48,2023-01-14 13:00:00,2023-06-14 13:00:00,No,Arcilloso,12.7,149,5.3,No,78542,432911,No
327,La Pampa,Maíz,47,7.12,2023-01-14 14:00:00,2023-06-14 14:00:00,No,Arenoso,22.0,114,34.3,Sí,120428,425061,Sí
328,La Pampa,Girasol,471,9.04,2023-01-14 15:00:00,2023-06-14 15:00:00,No,Franco,6.3,165,32.0,No,130612,105241,No
329,Córdoba,Maíz,92,2.71,2023-01-14 16:00:00,2023-06-14 16:00:00,No,Arenoso,26.0,248,14.0,Sí,132688,93826,No
330,Córdoba,Trigo,41,3.67,2023-01-14 17:00:00,2023-06-14 17:00:00,No,Arenoso,13.7,169,19.5,Sí,15046,184861,Sí
331,Mendoza,Trigo,63,1.94,2023-01-14 18:00:00,2023-06-14 18:00:00,No,Arenoso,25.9,155,19.7,Sí,138550,66242,No
332,Córdoba,Trigo,234,3.74,2023-01-14 19:00:00,2023-06-14 19:00:00,No,Franco,26.5,62,31.1,No,167403,406661,Sí
333,Córdoba,Cebada,322,9.75,2023-01-14 20:00:00,2023-06-14 20:00:00,Sí,Arcilloso,33.3,272,22.9,No,149734,201853,No
334,La Pampa,Soja,116,9.67,2023-01-14 21:00:00,2023-06-14 21:00:00,Sí,Franco,13.0,242,29.8,No,7963,88174,No
335,Buenos Aires,Maíz,482,7.84,2023-01-14 22:00:00,2023-06-14 22:00:00,No,Arcilloso,21.2,186,32.4,No,106595,249714,No
336,La Pampa,Maíz,34,5.69,2023-01-14 23:00:00,2023-06-14 23:00:00,Sí,Franco,38.7,114,22.0,Sí,167285,329277,No
337,Córdoba,Trigo,407,8.03,2023-01-15 00:00:00,2023-06-15 00:00:00,Sí,Arenoso,30.4,257,13.6,Sí,30746,493009,Sí
338,Mendoza,Cebada,54,5.98,2023-01-15 01:00:00,2023-06-15 01:00:00,No,Arenoso,39.1,206,20.0,Sí,101150,426572,Sí
339,Buenos Aires,Maíz,437,1.03,2023-01-15 02:00:00,2023-06-15 02:00:00,Sí,Arcilloso,37.5,107,30.5,No,124003,10897,No
340,Córdoba,Algodón,127,5.51,2023-01-15 03:00:00,2023-06-15 03:00:00,Sí,Arenoso,26.4,255,22.5,No,45318,128178,No
341,Córdoba,Maíz,303,6.39,2023-01-15 04:00:00,2023-06-15 04:00:00,Sí,Arenoso,14.2,108,31.9,Sí,166542,140081,Sí
342,Entre Ríos,Cebada,134,3.39,2023-01-15 05:00:00,2023-06-15 05:00:00,Sí,Franco,31.5,246,31.9,Sí,196390,252012,No
343,Mendoza,Trigo,45,2.83,2023-01-15 06:00:00,2023-06-15 06:00:00,No,Arcilloso,29.4,225,16.2,Sí,16813,177749,Sí
344,Mendoza,Cebada,353,3.46,2023-01-15 07:00:00,2023-06-15 07:00:00,Sí,Franco,25.6,177,18.4,Sí,54768,476371,Sí
345,Córdoba,Soja,498,6.61,2023-01-15 08:00:00,2023-06-15 08:00:00,Sí,Franco,29.4,142,25.3,Sí,99458,305488,No
346,Córdoba,Maíz,389,2.31,2023-01-15 09:00:00,2023-06-15 09:00:00,No,Arenoso,26.5,145,8.3,Sí,23369,417202,Sí
347,La Pampa,Soja,432,7.48,2023-01-15 10:00:00,2023-06-15 10:00:00,Sí,Franco,23.2,76,19.0,Sí,103045,270271,No
348,Santa Fe,Maíz,176,4.8,2023-01-15 11:00:00,2023-06-15 11:00:00,No,Arcilloso,19.6,37,9.5,Sí,20310,343870,Sí
349,Mendoza,Soja,278,4.18,2023-01-15 12:00:00,2023-06-15 12:00:00,Sí,Arenoso,6.6,79,30.4,No,24733,211945,No
350,Mendoza,Maíz,203,8.27,2023-01-15 13:00:00,2023-06-15 13:00:00,Sí,Arcilloso,35.3,147,33.3,Sí,122484,273388,No
351,Entre Ríos,Algodón,427,5.55,2023-01-15 14:00:00,2023-06-15 14:00:00,No,Arcilloso,35.3,281,9.2,Sí,177746,357146,Sí
352,La Pampa,Trigo,133,4.41,2023-01-15 15:00:00,2023-06-15 15:00:00,No,Arcilloso,25.8,120,25.0,No,98237,157645,Sí
353,Buenos Aires,Algodón,280,8.9,2023-01-15 16:00:00,2023-06-15 16:00:00,No,Arcilloso,14.4,153,24.1,No,97597,22146,Sí
354,Entre Ríos,Girasol,67,4.31,2023-01-15 17:00:00,2023-06-15 17:00:00,Sí,Franco,6.0,273,27.8,No,114778,361107,Sí
355,Entre Ríos,Cebada,377,8.73,2023-01-15 18:00:00,2023-06-15 18:00:00,No,Arenoso,5.1,171,25.9,No,144781,169829,No
356,Buenos Aires,Maíz,68,5.54,2023-01-15 19:00:00,2023-06-15 19:00:00,No,Franco,7.6,134,11.5,No,114768,137520,No
357,Buenos Aires,Cebada,459,2.87,2023-01-15 20:00:00,2023-06-15 20:00:00,Sí,Arenoso,17.6,235,13.7,Sí,18163,196273,Sí
358,Mendoza,Maíz,317,6.52,2023-01-15 21:00:00,2023-06-15 21:00:00,No,Franco,11.6,34,10.0,Sí,106418,32857,Sí
359,Santa Fe,Girasol,226,3.57,2023-01-15 22:00:00,2023-06-15 22:00:00,Sí,Arenoso,14.3,11,32.6,No,67449,270514,No
360,Santa Fe,Trigo,78,2.32,2023-01-15 23:00:00,2023-06-15 23:00:00,Sí,Arcilloso,29.5,238,20.7,No,138367,99268,No
